company,ac_favorite,ac_forward,ac_twenum,en_favorite_before,en_forward_before,en_twenum_before,en_favorite_after,en_forward_after,en_twenum_after,favorite_before,forward_before,twenum_before,favorite_after,forward_after,twenum_after,en_favorite,en_forward,en_twenum,favorite,forward,twenum,acc.owner,founded_on_year,seed_year,teamsize,co,total_funding_usd
bazaart,113,579,641,1,2.5,15,1.666666667,2,12,3,20,123,11,27,88,0.666666667,-1,-3,8,7,80,dreamit-ventures,2012,2012,3,139,125000
badger-maps,12,27,34,0,0,3,0,0,0,6,15,30,4,25,18,0,0,-3,-2,10,15,alchemist-accelerator,2012,2013,1,90,28000
squirrel-2,7637,7063,1998,1,0,3,7,0,0,6,1,10,1,10,0,6,0,-3,-5,9,0,techstars,2014,2014,1,489,1275670
weboo,1609,2006,2240,4,2,3,5,0,0,18,2,30,7,2,0,1,-2,-3,-11,0,0,oxygen-accelerator,2009,2015,1,24,0
bitnami,3005,3706,538,8,13,15,9,7,12,35,53,77,41,60,52,1,-6,-3,6,7,17,y-combinator,2011,2013,1,747,0
imedicare,261,796,897,1.5,3.25,9.75,10,3,7,7,3,39,17,7,27,8.5,0,-2.75,10,4,13,blueprint-health-accelerator,2012,2013,5,39,400000
sensika-technologies,6,45,183,0.5,1,6,3,1,3.5,0,0,0,8,4,7,2.5,-1,-2.5,8,4,6,eleven,2011,2012,3,51,268626
stylect,178,915,1223,4,2,13,12,6,10.5,0,0,0,26,10,108,8,4,-2.5,26,10,83,oxygen-accelerator,2013,2013,2,24,588472
luminate-health,299,869,936,0.5,0,2.5,3,0,0,11,7,9,6,10,0,2.5,0,-2.5,-5,3,0,blueprint-health-accelerator,2012,2013,2,39,1000000
wefunder,2732,3354,494,0,0,2.5,3,0,0,23,7,12,16,15,5,3,0,-2.5,-7,8,-7,y-combinator,2012,2012,2,747,530000
invi,67,257,406,0,1,2,2,0,0,0,1,2,3,7,0,2,-1,-2,3,6,0,upwest-labs,2012,2012,1,17,3000000
ribbon,24,71,25,1,3,22,6,0,20,0,0,14,6,8,0,5,-3,-2,6,8,0,angelpad,2012,2011,1,98,1750000
bidrazor,127,395,846,4,1,2,2,0,0,0,0,4,6,2,0,-2,-1,-2,6,2,0,capital-innovators,2012,2013,1,40,0
juristat,160,441,895,0,0,5,1,0,3,0,5,6,56,11,252,1,0,-2,56,6,197,capital-innovators,2012,2013,2,40,1817000
swing-by-swing,95,295,393,0,1,5,4,0,3,0,8,20,8,8,7,4,-1,-2,8,0,3,launchpadla,2012,2012,1,26,0
wicastr-limited,328,1419,1780,0,0,2,2,0,0,0,0,0,5,4,2,2,0,-2,5,4,2,springboard,2013,2013,1,32,845000
mimoona,196,1047,1024,0,0,2,4,0,0,0,0,0,2,5,2,4,0,-2,2,5,2,dreamit-ventures,2011,2013,2,139,0
kato,160,148,60,1,2,2,3,0,0,0,3,8,6,11,9,2,-2,-2,6,8,7,techstars,2013,2013,1,489,1878000
smile-family,1079,1185,540,4,2,2,4,0,0,0,0,0,118,5,37,0,-2,-2,118,5,-79,techstars,2013,2013,1,489,1206905
swapbox,3005,3706,538,0,1,8.5,7,0,6.5,0,0,8,9,0,21,7,-1,-2,9,0,17,y-combinator,2012,2013,2,747,800000
academize,39,160,51,0,6,3,4,0,1,1,2,2,8,3,0,4,-6,-2,7,1,0,angelpad,2011,2012,1,98,0
preact,185,457,463,2.5,2,7,5.666666667,2,5,2,2,5,9,8,12,3.166666667,0,-2,7,6,10,launchpadla,2012,2013,4,26,4600000
thinknum,16282,15886,1068,0,0,2,16,0,0,2,4,1,3,10,0,16,0,-2,1,6,0,500-startups,2013,2014,2,267,1000000
viacycle,1868,2524,382,0,0,6,5,2,4,2,2,4,12,9,16,5,2,-2,10,7,11,y-combinator,2010,2012,1,747,0
cisimple,62,230,62,0,0,6,6,1,4,4,10,23,6,11,0,6,1,-2,2,1,0,angelpad,2012,2013,1,98,0
truefacet,7082,6631,1952,1.5,2,2,8,0,0,4,6,15,8,12,0,6.5,-2,-2,4,6,0,techstars,2013,2014,2,489,1818000
targetingmantra,20749,20147,1341,1,0,2,20,0,0,5,0,28,0,1,0,19,0,-2,-5,1,0,500-startups,2013,2014,1,267,1100000
minubo,92,212,80,1,0,2,4,0,0,6,14,84,6,14,6,3,0,-2,0,0,5,seedcamp,2013,2013,1,118,2886600
pixate,3887,4640,684,2,0,2,7,0,0,6,4,17,18,11,18,5,0,-2,12,7,0,y-combinator,2012,2013,2,747,3800000
runnable,62,230,62,0,0,4,4,0,2,9,17,4,12,22,30,4,0,-2,3,5,22,angelpad,2012,2013,1,98,2000000
shoppinpal,50,69,79,1,1,4,4,0,2,11,3,17,8,7,1,3,-1,-2,-3,4,1,alchemist-accelerator,2012,2014,2,90,500000
truevault,8251,8567,1108,0,0,2,10,0,0,16,12,16,93,12,51,10,0,-2,77,0,-38,y-combinator,2013,2014,1,747,2500000
buzzstarter-inc,6955,7165,468,5.5,2,3.5,6,0,1.5,23,1,38,0,3,0,0.5,-2,-2,-23,2,0,500-startups,2013,2014,3,267,0
artcorgi,10720,10486,706,1,0,2,12,0,0,89,29,62,34,30,27,11,0,-2,-55,1,-1,500-startups,2013,2014,1,267,200000
apiary,111,532,737,3,9,52.5,11.5,18,51,0,0,2,9,7,39,8.5,9,-1.5,9,7,38,springboard,2011,2011,2,32,1750000
treatspace,157,1335,1307,0,0,4,5,0,2.5,0,6,67,2,11,0,5,0,-1.5,2,5,0,alphalab,2012,2012,2,66,25000
nextstep-io,458,593,259,2,4,25,21.5,14,23.5,0,0,2,25,3,19,19.5,10,-1.5,25,3,-2,techstars,2012,2013,2,489,150000
true-link-financial,3005,3706,538,0,0,3.5,8,1,2,0,0,0,9,0,29,8,1,-1.5,9,0,25,y-combinator,2013,2013,3,747,3400000
splitwise,1057,2309,2079,0,0,1.5,2,0,0,2,0,24,2,0,0,2,0,-1.5,0,0,0,betaspring,2011,2014,3,71,1400000
popp,426,1993,1461,0.5,0.5,1.5,5,0,0,3,11,17,1,11,0,4.5,-1,-1.5,-2,0,0,le-camping,2012,2013,3,48,167258
boomtrain,53,204,58,0.5,0.5,2.5,4,0,1,4,7,27,11,13,25,3.5,-1,-1.5,7,6,19,angelpad,2012,2012,3,98,1966279
crowdcurity,52,75,86,1,0,1.5,1,0,0,46,28,35,5,28,0,0,0,-1.5,-41,0,0,alchemist-accelerator,2013,2014,4,90,1470000
letswombat,25,115,144,0,0,9,3,0,8,0,0,0,10,1,204,3,0,-1,10,1,199,er-accelerator,2012,2012,1,20,25000
cadencemd,24,20,56,0,0,7,5,0,6,0,2,3,8,8,0,5,0,-1,8,6,0,9mile-labs,2012,2013,1,9,55000
sellfy,3,61,111,1,1,9,3,6,8,0,8,14,11,8,16,2,5,-1,11,0,12,startuphighway,2011,2011,2,14,0
fashinating,5,16,37,0,0,1,1,0,0,0,0,4,6,2,19,1,0,-1,6,2,18,openfund,2009,2010,1,8,134101
sense-ly,0,1,3,0,0,1,0,0,0,0,0,1,7,9,0,0,0,-1,7,9,0,alchemist-accelerator,2013,2013,1,90,1278000
band-industries,205,443,625,3,5,10,10,3,9,0,0,0,17,2,8,7,-3,-1,17,2,-2,haxlr8r,2012,2013,2,39,25000
121nexus,99,503,383,0,0,2,2.5,1,1,0,0,1,1,0,1,2.5,1,-1,1,0,1,betaspring,2011,2012,2,71,794000
keona-health,453,1006,1003,0,0,1,1,0,0,0,0,1,8,0,10,1,0,-1,8,0,9,blueprint-health-accelerator,2011,2014,1,39,2525000
grassroots-unwired,91,441,541,0,0,2,5,0,1,0,1,1,4,3,6,5,0,-1,4,2,6,dreamit-ventures,2009,2011,1,139,700000
remoov,14961,14655,1003,0,0,1,15,0,0,0,0,0,7,2,2,15,0,-1,7,2,2,500-startups,2013,2014,2,267,100000
aisle50,1177,1389,267,0,0,2,5,0,1,0,0,1,0,2,2,5,0,-1,0,2,2,y-combinator,2010,2011,1,747,5200000
atlas,1215,1292,590,0,0,1,6,0,0,0,0,0,45,10,103,6,0,-1,45,10,65,techstars,2013,2013,1,489,2189019
screenleap,1475,1855,319,0,0,2,5,0,1,0,0,12,1,0,3,5,0,-1,1,0,3,y-combinator,2011,2012,2,747,0
survata,1868,2524,382,1,2,4,3,0,3,0,0,0,4,4,7,2,-2,-1,4,4,7,y-combinator,2012,2012,1,747,3017000
battlefy,107,353,464,0.333333333,0.666666667,5.666666667,4,0,4.666666667,1,5,57,4,10,2,3.666666667,0,-1,3,5,2,amplify-la,2012,2012,3,31,1500000
schoolmint,295,675,414,2,2,4,4,2,3,1,5,36,31,7,28,2,0,-1,30,2,-1,imagine-k12,2013,2014,1,66,2200000
sensor-tower,62,230,62,0,1,1,2,0,0,1,2,4,81,8,107,2,-1,-1,80,6,32,angelpad,2013,2013,3,98,1000000
clothes-horse,73,311,381,5,8.5,96.5,8.5,16,95.5,1,0,8,1,7,13,3.5,8,-1,0,7,12,dreamit-ventures,2011,2011,3,139,0
birdback,349,1460,1833,0.5,0.5,2,0,0,1,1,7,60,8,13,7,-0.5,-1,-1,7,6,6,springboard,2014,2014,4,32,2400000
mixrank,1194,1420,273,0,2,1,1,0,0,1,0,1,15,0,30,1,-2,-1,14,0,20,y-combinator,2011,2011,1,747,1500000
planana,195,1036,1020,2,2,12,7,1,11,1,0,3,3,3,0,5,-1,-1,2,3,0,dreamit-ventures,2012,2013,2,139,0
beep-2,9139,9214,1174,0,0,1,11,0,0,1,5,2,6,5,0,11,0,-1,5,0,0,y-combinator,2012,2014,1,747,1600000
optyn,122,411,427,0,0,1,0,0,0,2,2,3,55,7,134,0,0,-1,53,5,85,gener8tor,2013,2013,1,28,209250
vetcloud,33,105,288,1,3.5,2.5,3.5,0,1.5,2,7,3,4,13,0,2.5,-4,-1,2,6,0,eleven,2012,2013,3,51,793995
productbio,16886,16451,1127,0,0,1,16,0,0,2,0,2,7,5,0,16,0,-1,5,5,0,500-startups,2012,2014,2,267,100000
gymtrack,36326,34781,1982,1,0,1,32,0,0,2,2,6,8,2,0,31,0,-1,6,0,0,500-startups,2013,2015,2,267,2500000
perfect-audience,2417,3016,474,1,1,7,3,0,6,3,4,10,5,11,4,2,-1,-1,2,7,2,y-combinator,2012,2012,1,747,1100000
lawnstarter,3969,4323,1583,1.5,0.5,8,12,2,7,3,3,9,7,4,2,10.5,1,-1,4,1,2,techstars,2013,2014,2,489,945500
lendsquare,16886,16451,1127,1,0,1,17,0,0,7,8,10,6,10,0,16,0,-1,-1,2,0,500-startups,2011,2014,1,267,100000
snapcard,909,1017,738,1,3,1,3,0,0,8,2,70,8,6,4,2,-3,-1,0,4,4,boostfunder,2013,2013,2,68,1560000
gliph,3,64,97,0,0,5,2,1,4,8,30,45,3,39,18,2,1,-1,-5,9,15,portland-seed-fund,2012,2012,3,23,393000
buttercoin,4298,5094,767,1,1,3,5,5,2,9,23,15,22,23,10,4,4,-1,13,0,-7,y-combinator,2013,2013,1,747,1250000
btcjam,12865,12577,857,0,0,1,14,0,0,12,16,41,48,22,28,14,0,-1,36,6,-13,500-startups,2013,2014,1,267,7300000
big-frame,13,71,173,1.285714286,4.285714286,42.85714286,16.44444445,5,42,0,0,0,106,2,134,15.15873016,1,-0.857142857,106,2,34,launchpadla,2011,2012,9,26,3400000
verbling,841,1014,227,0,0,19,5,1,18.33333333,0,0,0,9,2,17,5,1,-0.666666667,9,2,15,y-combinator,2011,2011,3,747,2720000
himom,2135,2789,430,0,0,5,2.5,0,4.5,0,0,3,4,2,0,2.5,0,-0.5,4,2,0,y-combinator,2012,2012,2,747,0
datarank,3005,3706,538,1,2,3,7.5,2,2.5,0,0,1,6,0,1,6.5,-1,-0.5,6,0,0,y-combinator,2011,2013,3,747,1400000
crowdasaurus,501,2254,1797,3.5,1,17.5,6.5,4,17,22,17,24,7,21,1,3,3,-0.5,-15,4,-2,alphalab,2013,2013,2,66,25000
yhat,4664,5502,830,0.5,1,14,11,5,13.5,453,91,151,1241,91,123,10.5,4,-0.5,788,0,-1112,y-combinator,2013,2013,2,747,1120000
fundersclub,2471,3077,486,0,0,2,5.75,0,1.75,0,0,0,18,6,13,5.75,0,-0.25,18,6,-3,y-combinator,2012,2012,5,747,6500000
bad-seed-entertainment,12,42,106,0,2.666666667,10,4.5,1,10,0,0,2,9,4,33,4.5,-2,0,9,4,25,gamefounders,2012,2012,4,21,698453
eatstreet,2,89,84,0,0,1,4,1,1,0,0,4,10,0,15,4,1,0,10,0,9,gener8tor,2010,2012,3,28,12125000
shoutnow,1,0,40,1,0,2,1,1,2,0,0,22,2,1,0,0,1,0,2,1,0,shotput-ventures,2008,2009,2,9,20000
arcametrics-systems-inc,5,73,123,0,0,1,3,0,1,0,0,1,7,0,0,3,0,0,7,0,0,the-startup-factory,2008,2012,1,6,540000
iterable,62,230,62,1,0.333333333,4.666666667,4.666666667,0,4.666666667,0,0,0,19,0,45,3.666666667,0,0,19,0,30,angelpad,2013,2013,3,98,1200000
priceonomics,1194,1420,273,0,0,2,6,0,2,0,0,1,8,2,5,6,0,0,8,2,0,y-combinator,2011,2011,1,747,1670000
skaffl,221,278,555,0,0,5,3,0,5,2,0,2,6,0,14,3,0,0,4,0,9,learnlaunchx,2012,2014,2,14,18000
orbeus,294,1122,600,3.5,0.5,5,8,2,5,5,0,9,9,0,5,4.5,2,0,4,0,1,excelerate-labs-2,2012,2014,2,30,1466387
cogo,6263,6088,1886,1,0,5,16.5,2,5,113,90,62,6,90,3,15.5,2,0,-107,0,-2,techstars,2014,2014,2,489,1320000
daisybill,78,348,483,0,0,3,3,3,3.5,0,1,1,5,1,17,3,3,0.5,5,0,15,blueprint-health-accelerator,2012,2012,3,39,0
abacus-labs,5696,6437,924,5,0.5,2.5,11,1,3,1,0,1,11,0,12,6,1,0.5,10,0,9,y-combinator,2013,2014,3,747,3500000
coinbase,2391,2971,468,7,13.33333333,9,16,3,9.5,2,5,27,24,5,12,9,-10,0.5,22,0,-6,y-combinator,2012,2012,3,747,31709590
shopventory,160,148,60,0,0,1,3.333333333,0,1.666666667,0,0,1,25,10,89,3.333333333,0,0.666666667,25,10,66,techstars,2013,2013,3,489,2030000
explorer-io,11,108,210,0,0,0,2,0,1,0,0,15,1,3,20,2,0,1,1,3,20,boomstartup,2011,2011,2,28,0
kismet,19,41,10,0,0.5,7.5,1,1,8.5,0,0,0,1,4,4,1,0,1,1,4,4,angelpad,2011,2011,2,98,770000
publons,220,407,525,2,0,4,2,2,5,0,0,1,16,1,25,0,2,1,16,1,12,lightning-lab,2013,2013,1,9,0
nowait,0,0,39,0,0,0,1,0,1,0,0,0,7,0,1,1,0,1,7,0,0,alphalab,2010,2010,4,66,14105310
futurederm,157,1335,1307,0,0,1,0,0,2,0,0,0,48,5,254,0,0,1,48,5,207,alphalab,2009,2012,2,66,165778
nimbusbase,6,7,19,0,0,0,3,0,1,0,0,0,5,4,1,3,0,1,5,4,1,nyc-seedstart,2012,2013,2,21,275000
kamcord,1868,2524,382,0,0,2,2,0,3,0,0,0,12,1,100,2,0,1,12,1,94,y-combinator,2012,2012,2,747,24770000
tastemaker,2413,3005,473,0,0,2,3,0,3,0,0,0,3,7,21,3,0,1,3,7,21,y-combinator,2012,2012,2,747,2920985
lernstift,154,433,87,0,0,1,4,0,2,1,2,25,5,2,2,4,0,1,4,0,0,wayra,2012,2013,3,48,1227431
feex,5,8,14,0,0,1,6,1,2,2,2,2,32,2,53,6,1,1,30,0,25,alchemist-accelerator,2012,2013,1,90,9500000
upcounsel,62,230,62,3.666666667,1,15.66666667,7.333333334,3,16.66666667,3,2,37,34,5,107,3.666666667,2,1,31,3,76,angelpad,2012,2013,4,98,4000000
taxibeat,21,163,102,0,0.5,4,8,3,5,26,37,60,13,37,9,8,3,1,-13,0,3,openfund,2011,2013,2,8,6700000
fastfig,195,1036,1020,0,0,0,3,0,1,26,51,146,7,58,5,3,0,1,-19,7,3,dreamit-ventures,2011,2013,1,139,0
splitforce,32,20,67,0,0,3,7,2,4,29,4,61,8,13,0,7,2,1,-21,9,0,chinaccelerator,2013,2014,1,31,300000
pogoseat,62,230,62,2.5,1,2.5,6,1,3.75,18,51,102,72,51,143,3.5,-1,1.25,54,0,78,angelpad,2012,2013,5,98,3360000
abodo,28,183,192,0,1,11.5,8.5,2,13,0,0,1,2,0,3,8.5,1,1.5,2,0,3,gener8tor,2011,2013,3,28,1595000
student-loan-hero,5,21,56,1,1.5,21.5,7,3,23,1,15,22,16,24,45,6,2,1.5,15,9,37,socratic-labs,2012,2012,2,7,65000
whengone,1,6,29,0,0,1,5,0,3,0,0,1,8,4,0,5,0,2,8,4,0,startup-reykjavik,2014,2012,2,20,176000
discoverly,0,1,3,0,2,27,7,0,29,0,0,0,2,0,3,7,-2,2,2,0,3,alchemist-accelerator,2012,2013,2,90,778000
quietyme,28,183,192,0,0,0,3,1,2,0,0,0,3,8,2,3,1,2,3,8,2,gener8tor,2013,2013,1,28,1300000
rovertown,47,309,750,0.5,0.5,4,2,1,6,0,0,0,7,8,35,1.5,0,2,7,8,29,capital-innovators,2009,2013,3,40,1575000
uxcam,4800,4654,306,1,3,9,9,2,11,0,0,0,29,2,23,8,-1,2,29,2,-4,500-startups,2013,2014,1,267,100000
pagerduty,474,522,146,0,0,0,2,0,2,0,0,3,5,0,3,2,0,2,5,0,-1,y-combinator,2009,2010,2,747,39800000
inside-social,1215,1292,590,0,0,0,5.5,0,2,0,0,1,17,0,48,5.5,0,2,17,0,31,techstars,2012,2013,2,489,2245000
trustegg,1423,1794,308,0,0,4,5,2,6,0,0,1,7,5,136,5,2,2,7,5,134,y-combinator,2011,2012,1,747,1150000
checkio,3084,3462,1341,0,1,7,8,0,9,4,17,30,11,23,15,8,-1,2,7,6,7,techstars,2012,2014,1,489,750000
vayable,1194,1420,273,6,23,39.5,24,11,41.5,6,14,60,12,14,131,18,-12,2,6,0,121,y-combinator,2011,2011,3,747,2100000
the-dating-ring,5696,6437,924,2,0,3,7,1,5,19,11,26,17,14,8,5,1,2,-2,3,-1,y-combinator,2013,2014,1,747,0
crowdmed,2028,2670,411,0,0,3.5,8.333333333,3,5.666666667,0,0,0,11,7,16,8.333333333,3,2.166666667,11,7,6,y-combinator,2012,2012,3,747,2380000
circuithub,1634,2099,347,0,0,2,4,1,4.333333333,0,0,0,6,6,4,4,1,2.333333333,6,6,3,y-combinator,2011,2012,3,747,0
notice-software,3957,4751,696,0,0,0,10,0,2.5,0,0,0,9,0,11,10,0,2.5,9,0,3,y-combinator,2009,2013,3,747,830000
adku,6,12,3,0,0,2,2,2,5,0,0,0,2,1,3,2,2,3,2,1,3,angelpad,2010,2010,3,98,1540000
actual-reports,231,314,631,1,0,2,9,0,5,0,1,3,3,3,1,8,0,3,3,2,0,startup-wise-guys,2012,2013,1,24,0
fanbread,380,631,770,0,0,3,7,1,6,0,0,0,8,10,2,7,1,3,8,10,2,amplify-la,2014,2014,1,31,800000
raftout,272,1435,1327,0,0,0,3,1,3,0,0,3,8,0,1,3,1,3,8,0,-1,betaspring,2013,2013,1,71,20000
splashscore,254,1397,1286,1,0,2,2,1,5,0,0,0,18,7,28,1,1,3,18,7,11,betaspring,2012,2013,3,71,3085000
clutch-io,1014,1165,236,2,1,4,4,1,7,0,0,0,6,3,8,2,0,3,6,3,8,y-combinator,2011,2011,2,747,0
gocardless,1370,1733,301,0.5,4.5,21,11,4,24,0,4,90,13,10,71,10.5,-1,3,13,6,64,y-combinator,2011,2012,2,747,11800000
panorama-education,3005,3706,538,0,0,0,5,1,3,0,0,0,2,4,2,5,1,3,2,4,1,y-combinator,2012,2013,3,747,4000000
virool,1840,2482,375,0,0,4,8.5,2,7,1,8,63,13,12,31,8.5,2,3,12,4,24,y-combinator,2012,2012,2,747,6620000
docalytics,122,411,427,0,0,0,3,0,3,2,0,2,43,3,42,3,0,3,41,3,4,gener8tor,2012,2013,2,28,560000
leaky,1061,1238,247,0,0,10,6,0,13,2,3,119,5,3,66,6,0,3,3,0,61,y-combinator,2010,2011,2,747,0
imgfave,2135,2789,430,0,0,0,2,0,3,29,30,26,4,35,4,2,0,3,-25,5,1,y-combinator,2009,2012,1,747,0
apptimize,3619,4352,639,15,2,146,30,6,149.5,0,0,0,33,5,49,15,4,3.5,33,5,19,y-combinator,2013,2013,3,747,6100000
simplelegal,3619,4352,639,1,1,8.5,18,3,12,0,0,0,7,5,4,17,2,3.5,7,5,-2,y-combinator,2013,2013,3,747,0
rocksbox,49,212,146,1,0,4,11.5,3,7.5,15,13,57,33,13,48,10.5,3,3.5,18,0,21,muckercapital,2012,2013,2,27,1500000
classwallet,3450,3814,1435,0.333333333,0.666666667,2.333333333,13,5,6,0,0,0,32,8,88,12.66666667,5,3.666666667,32,8,62,techstars,2014,2014,4,489,1835000
bionanovations,1,1,21,0,0,0,3,0,4,0,0,0,1,7,2,3,0,4,1,7,2,zeroto510,2012,2012,1,6,140000
works-io,240,476,821,0,0,0,3,0,4,0,0,0,7,6,4,3,0,4,7,6,4,startupyard,2013,2013,1,22,10000
drchrono,649,736,191,0,0,0,1,0,4,0,0,0,5,1,56,1,0,4,5,1,55,y-combinator,2009,2011,1,747,6725000
get-myo,2732,3354,494,0,0,6,15,13,10,0,0,1,65,11,45,15,13,4,65,11,-15,y-combinator,2012,2012,1,747,15606990
notorious,348,1293,1332,0,0,1,5.5,1,5,0,0,0,4,7,7,5.5,1,4,4,7,6,dreamit-ventures,2013,2014,3,139,0
secondmic,348,1293,1332,0,0,4.5,5,0,8.5,0,0,8,7,0,1,5,0,4,7,0,-3,dreamit-ventures,2014,2014,2,139,18000
lob,3005,3706,538,0,1,6,11,3,10,0,0,0,41,7,21,11,2,4,41,7,-19,y-combinator,2013,2013,2,747,9400000
jellynote,158,780,490,0,0,2,3.5,1,6,5,7,17,33,10,94,3.5,1,4,28,3,64,le-camping,2012,2013,3,48,70000
humble-bundle,841,1014,227,0,0,0,8,19,4,166,1313,67,207,1333,26,8,19,4,41,20,-179,y-combinator,2010,2011,1,747,4480000
codeeval,4,13,12,0,0,8,4,1,12.5,0,0,8,5,5,24,4,1,4.5,5,5,24,i-o-ventures,2011,2011,2,16,0
shippo,201,279,19,3.5,2,9,16.5,3,13.5,0,1,5,36,1,26,13,1,4.5,36,0,-6,500-startups,2013,2013,2,267,2275000
nunook-interactive,3,5,2,0,0,12,3,0,17,0,0,12,5,1,17,3,0,5,5,1,17,imagine-k12,2009,2011,1,66,0
icnh,23,148,133,1,0,4,3,2,9,0,0,0,6,6,21,2,2,5,6,6,18,bethnal-green-ventures,2012,2012,1,33,0
driblet,309,725,634,0,0,0,5,0,5,0,0,1,12,1,72,5,0,5,12,1,60,gener8tor,2013,2014,1,28,20000
nommunity,43,504,944,0,0,0,3,0,5,0,0,2,3,9,8,3,0,5,3,9,7,tech-wildcatters,2010,2012,1,26,25000
workflowy,200,254,93,1,1,6,3,0,11,0,0,0,13,4,56,2,-1,5,13,4,50,y-combinator,2010,2010,2,747,0
gantto,200,254,93,0,0,3,8,5,8,0,0,0,1,12,1,8,5,5,1,12,1,y-combinator,2010,2010,1,747,0
siasto,1061,1238,247,0,2,46,8,4,51,0,0,0,1,0,75,8,2,5,1,0,74,y-combinator,2012,2011,1,747,750000
parsely,0,0,45,0,0,12,1.5,0,17.5,0,0,0,3,0,3,1.5,0,5.5,3,0,1,dreamit-ventures,2009,2009,4,139,6052753
sqord,425,549,238,1,0.5,6.5,10,3,12,0,0,0,7,10,5,9,3,5.5,7,10,5,techstars,2011,2013,2,489,3218000
goldbely,4566,5376,808,5.5,2,16.5,20.5,9,22,0,0,0,261,6,170,15,7,5.5,261,6,-89,y-combinator,2013,2013,5,747,3000000
noteleaf,649,736,191,0,0,0,5,0,6,0,0,0,3,5,2,5,0,6,3,5,2,y-combinator,2011,2011,1,747,0
shippable,1215,1292,590,7,1,12,10,5,18,0,0,0,54,0,69,3,4,6,54,0,21,techstars,2013,2013,1,489,10050000
two-tap,5696,6437,924,0,0,1,14,2,7,0,0,0,2,5,1,14,2,6,2,5,1,y-combinator,2013,2014,1,747,2700000
liv-blends,509,905,741,5,3,4,2,0,10,5,3,4,2,4,10,-3,-3,6,-3,1,10,gener8tor,2013,2014,1,28,1022000
style-lend,5696,6437,924,2,0,1,11,3,7,13,7,45,39,18,20,9,3,6,26,11,-18,y-combinator,2013,2014,1,747,0
yardsale,1061,1238,247,0,0,10.5,7.5,7,17,0,0,0,2,3,7,7.5,7,6.5,2,3,7,y-combinator,2011,2011,2,747,0
busyflow,4,76,157,0,0,0,3,5,7,0,0,0,17,7,23,3,5,7,17,7,9,gammarebels,2011,2011,1,14,0
synata,0,1,3,0,0,1,5,2,8,0,0,0,49,9,160,5,2,7,49,9,118,alchemist-accelerator,2012,2013,1,90,644000
spothero,169,797,452,0,0,18,10.66666667,7,25,0,0,0,16,8,23,10.66666667,7,7,16,8,12,excelerate-labs-2,2011,2012,3,30,7510000
indinero,114,160,59,1,0,1,2,0,8,0,0,2,7,3,31,1,0,7,7,3,30,y-combinator,2009,2010,1,747,8217000
doublerecall,1401,1760,304,0,1,9,4,3,16,0,2,4,5,8,0,4,2,7,5,6,0,y-combinator,2010,2012,1,747,1600000
project-fixup,425,549,238,0,0,0,3,0,7,0,0,1,44,6,65,3,0,7,44,6,22,techstars,2012,2013,1,489,0
mens-style-lab,309,725,634,0,0,3,5,1,10,12,15,21,36,19,21,5,1,7,24,4,-11,gener8tor,2013,2014,1,28,1870000
moni-technologies,458,593,259,0,0,1,4.333333333,3,8.333333333,0,0,0,18,0,8,4.333333333,3,7.333333333,18,0,-6,techstars,2013,2013,3,489,5120000
testlio,1215,1292,590,1,2,14,18,2,21.33333333,0,0,0,6,4,4,17,0,7.333333333,6,4,-2,techstars,2012,2013,3,489,1213000
vungle,26,71,30,0.25,0.75,18,2.4,3,25.4,3,4,13,7,4,3,2.15,2,7.4,4,0,0,angelpad,2011,2011,7,98,25500000
nmrkt,3392,3772,1420,0,1,2.5,8,2,10,0,2,3,11,4,5,8,1,7.5,11,2,1,techstars,2013,2014,2,489,50000
minuum,6610,7308,988,3,4.2,10.2,16.5,3,18,34,44,21,74,45,128,13.5,-1,7.8,40,1,62,y-combinator,2012,2014,5,747,500000
blogfoster,130,133,293,2,2,4,5,0,12,0,0,0,13,0,23,3,-2,8,13,0,17,axel-springer-plug-and-play-accelerator,2013,2013,1,25,33793
edyn,104,208,256,0,0,0,4,0,8,0,0,0,8,3,2,4,0,8,8,3,1,orange-fab-2,2013,2014,2,20,970000
lendfriend,26,71,30,0,1,17,7,0,25,0,2,9,2,9,0,7,-1,8,2,7,0,angelpad,2010,2011,1,98,0
morphcard,2,59,83,0,0,1,2,0,9,0,0,1,7,5,9,2,0,8,7,5,9,10xelerator,2012,2012,1,19,20000
launchpad-toys,841,1014,227,0,1,2,4,6,10,0,1,2,6,1,10,4,5,8,6,0,9,y-combinator,2010,2011,1,747,1117000
relink-group-as,15,28,41,3.5,1.5,5.5,13.5,10,14,1,2,5,6,10,1,10,8,8.5,5,8,1,alchemist-accelerator,2013,2013,2,90,1140000
freedcamp,27,44,54,0,0,2.5,2,1,11,2,1,12,4,4,11,2,1,8.5,2,3,11,alchemist-accelerator,2011,2014,2,90,224000
yoolotto,46,537,972,0,0,0,6,1,9,0,0,0,3,5,17,6,1,9,3,5,16,tech-wildcatters,2008,2012,1,26,1077500
expensebot,2551,2777,1126,0,0,0,12,3,9,0,0,2,14,10,5,12,3,9,14,10,-3,techstars,2013,2013,1,489,1051000
ecovent,5032,5069,1750,2.333333333,0.333333333,5.333333333,21,5,14.33333333,8,17,26,137,21,57,18.66666667,4,9,129,4,-79,techstars,2012,2014,3,489,2805000
